2025-02-25기준 3년 연속 배당금이 상승한 기업 리스트

DB금융투자 : 300원 -> 500원 -> 170원 -> 200원 
두산밥캣 : 1,200원 -> 1,350원 -> 1,600원 -> 1,600원 
신세계 I&C : 250원 -> 500원 -> 350원 -> 430원 
디케이락 : 200원 -> 200원 -> 250원 -> 250원 
한창산업 : 190원 -> 200원 -> 160원 -> 220원 
제룡산업 : 100원 -> 150원 -> 200원 -> 200원 
우진 : 100원 -> 150원 -> 200원 -> 250원 
제노레이 : 170원 -> 160원 -> 160원 -> 180원 
KG케미칼 : 100원 -> 100원 -> 120원 -> 130원 
롯데칠성 : 3,000원 -> 3,300원 -> 3,400원 -> 3,400원 
팬오션 : 100원 -> 150원 -> 85원 -> 120원 
톱텍 : 0원 -> 100원 -> 300원 -> 150원 
LX하우시스 : 300원 -> 200원 -> 1,700원 -> 1,000원 
아모레퍼시픽우 : 985원 -> 685원 -> 915원 -> 1,130원 
휠라홀딩스 : 0원 -> 0원 -> 1,090원 -> 1,200원 
롯데케미칼 : 0원 -> 0원 -> 3,500원 -> 2,000원 
GS리테일 : 0원 -> 0원 -> 500원 -> 500원 
엠게임 : 0원 -> 0원 -> 150원 -> 160원 
태경비케이 : 0원 -> 0원 -> 130원 -> 150원 
대성에너지 : 0원 -> 0원 -> 250원 -> 250원 
대한항공 : 0원 -> 0원 -> 750원 -> 750원 
풍강 : 0원 -> 0원 -> 200원 -> 80원 
현대퓨처넷 : 0원 -> 0원 -> 100원 -> 110원 
에프앤가이드 : 0원 -> 0원 -> 180원 -> 220원 
신세계 : 0원 -> 0원 -> 4,000원 -> 4,500원 
포스코인터내셔널 : 0원 -> 0원 -> 1,000원 -> 1,550원 
삼보판지 : 0원 -> 0원 -> 310원 -> 250원 
삼성전자우 : 0원 -> 0원 -> 1,445원 -> 1,447원 
동양이엔피 : 0원 -> 0원 -> 400원 -> 600원 
엘엠에스 : 0원 -> 0원 -> 200원 -> 200원 
크라운제과우 : 0원 -> 0원 -> 252원 -> 282원 
계룡건설 : 0원 -> 0원 -> 400원 -> 400원 
코텍 : 0원 -> 0원 -> 200원 -> 250원 
피제이전자 : 0원 -> 0원 -> 120원 -> 180원 
디와이 : 0원 -> 0원 -> 150원 -> 120원 
슈피겐코리아 : 0원 -> 0원 -> 560원 -> 696원 
AP시스템 : 0원 -> 0원 -> 270원 -> 530원 
아바코 : 0원 -> 0원 -> 200원 -> 500원 
부국철강 : 0원 -> 0원 -> 75원 -> 75원 
와이지-원 : 0원 -> 0원 -> 280원 -> 160원 
현대제철 : 0원 -> 0원 -> 1,000원 -> 750원 
삼영엠텍 : 0원 -> 0원 -> 100원 -> 150원 
나라셀라 : 0원 -> 0원 -> 0원 -> 80원 
DL : 0원 -> 0원 -> 1,000원 -> 1,000원 
삼성전기우 : 0원 -> 0원 -> 1,200원 -> 1,850원 
한국단자 : 0원 -> 0원 -> 700원 -> 2,200원 
삼성물산우B : 0원 -> 0원 -> 2,600원 -> 2,650원 
디알젬 : 0원 -> 0원 -> 180원 -> 160원 
동화약품 : 0원 -> 0원 -> 180원 -> 180원 
에이티넘인베스트 : 0원 -> 0원 -> 120원 -> 70원 
롯데웰푸드 : 0원 -> 0원 -> 3,000원 -> 3,300원 
금강공업 : 0원 -> 0원 -> 120원 -> 120원 
대원강업 : 0원 -> 0원 -> 110원 -> 110원 
퍼시스 : 0원 -> 0원 -> 1,200원 -> 1,200원 
미래에셋증권 : 0원 -> 0원 -> 150원 -> 250원 
현대코퍼레이션 : 0원 -> 0원 -> 600원 -> 700원 
HMM : 0원 -> 0원 -> 700원 -> 600원 
디와이파워 : 0원 -> 0원 -> 400원 -> 350원 
신세계푸드 : 0원 -> 0원 -> 750원 -> 900원 
OCI홀딩스 : 0원 -> 0원 -> 3,300원 -> 2,200원 
비엠티 : 0원 -> 0원 -> 250원 -> 250원 
LG생활건강우 : 0원 -> 0원 -> 3,550원 -> 3,550원 
시큐브 : 0원 -> 0원 -> 25원 -> 25원 
진양산업 : 0원 -> 0원 -> 250원 -> 281원 
동원산업 : 909원 -> 1,000원 -> 1,000원 -> 1,000원 
대한제분 : 2,500원 -> 2,500원 -> 2,500원 -> 3,500원 
LG전자우 : 900원 -> 750원 -> 850원 -> 1,050원 
해성디에스 : 600원 -> 900원 -> 900원 -> 800원 
뷰웍스 : 750원 -> 700원 -> 350원 -> 600원 
CJ : 2,300원 -> 2,500원 -> 3,000원 -> 3,000원 
유니트론텍 : 60원 -> 100원 -> 100원 -> 150원 
DSR제강 : 40원 -> 60원 -> 60원 -> 100원 
현대글로비스 : 1,900원 -> 2,850원 -> 3,150원 -> 3,700원 
한국경제TV : 200원 -> 160원 -> 160원 -> 150원 
테스 : 560원 -> 500원 -> 500원 -> 600원 
파버나인 : 0원 -> 100원 -> 70원 -> 80원 
WISCOM : 50원 -> 50원 -> 50원 -> 50원 
현대위아 : 700원 -> 700원 -> 850원 -> 1,100원 
DB하이텍 : 450원 -> 1,300원 -> 580원 -> 1,230원 
SK케미칼 : 3,000원 -> 1,500원 -> 650원 -> 1,150원 
기가비스 : 476원 -> 750원 -> 800원 -> 800원 
SK이노베이션우 : 50원 -> 50원 -> 0원 -> 2,050원 
아이디스홀딩스 : 200원 -> 250원 -> 250원 -> 250원 
이마트 : 2,000원 -> 2,000원 -> 2,000원 -> 2,000원 
씨앤씨인터내셔널 : 0원 -> 0원 -> 0원 -> 1,000원 
HDC : 250원 -> 250원 -> 300원 -> 350원 
금비 : 1,600원 -> 1,300원 -> 1,300원 -> 1,500원 
휴비츠 : 200원 -> 200원 -> 200원 -> 200원 
